#DSCSV
#ISONAMETYPEUNITS
Time,Double
#DATATYPES
Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double,Double
-0.0138705,0.02509836,-0.1710599,,0.01920865,0.04929569,,-0.2116772,-0.03146354,0.00662202,0.1383088,-0.03138601,-0.1278054,-0.05457556,-0.007286339,-0.02611396,-0.1619798,-0.04760629,-0.0265578,0.1285456,-49.24426,-15.4377,-12.53502,-3.351846,19.49718,47.23354,-6.6366,17.74178,40.47808,42.12236,19.69164,5.157038,22.24231,-2.747385,-26.52929,9.169759,-12.99476,-7.699872
,-0.003518898,-0.2060933,-0.03554976,-0.01480275,0.07539341,-0.0281283,-0.1762797,-0.02721171,-0.0346617,0.1442834,-0.005719881,-0.1235978,-0.08829352,-0.02243515,-0.03203313,-0.1912296,-0.04163918,-0.04055286,0.1498755,-50.75747,-21.42094,-12.63034,-2.305901,21.1426,44.0073,-8.153537,20.028,41.5296,39.99343,22.21745,4.95725,21.94518,-1.672893,-24.35059,9.007607,-13.84203,-9.166332
-0.06730265,-0.07333755,-0.1869716,-0.05158336,-0.08709714,0.07007721,-0.0726814,-0.1468408,-0.03394661,-0.1272592,0.1318437,-0.01297973,-0.1201353,-0.09337284,-0.0707961,-0.06853465,-0.1861293,-0.05470586,-0.08689473,0.1324633,-49.67661,-24.01292,-12.04251,-1.590017,20.72965,39.59388,-8.74767,20.38763,39.40615,37.10417,23.3865,4.629712,21.51756,-1.037667,-22.33529,8.693016,-14.27177,-10.08143
-0.07266636,-0.095989,-0.1991212,-0.04741118,-0.1144191,0.04231818,-0.08046157,-0.1737429,-0.02796003,-0.1626135,0.06353644,-0.01415304,-0.1170673,-0.09569635,-0.0785908,-0.07166832,-0.1951624,-0.04669163,-0.1137808,0.08035731,-47.45002,-23.21364,-11.28787,-1.531239,19.30659,35.80577,-8.349474,18.84635,36.13932,34.77249,23.32751,4.425121,21.13868,-0.3353678,-21.53643,8.389106,-14.37432,-10.70937
-0.03501788,-0.1102044,-0.2403329,-0.01010289,-0.1365829,0.02159707,-0.04525132,-0.1645985,0.008707748,-0.1863586,-0.008917395,-0.001759963,-0.09699357,-0.08451106,-0.0458531,-0.07129112,-0.2330765,-0.001350224,-0.1415918,0.01366858,-45.63417,-21.0213,-10.72917,-1.945698,17.62942,34.02047,-7.218092,16.88551,33.54628,32.40025,22.7269,4.363648,21.59774,0.5471097,-21.46381,7.976447,-14.367,-11.39091
-0.02142069,-0.1136534,-0.1730963,0.01948168,-0.1392426,-0.01679436,-0.02786231,-0.1102633,0.03483099,-0.1962501,-0.07798262,0.007626507,-0.07937431,-0.0808907,-0.03209378,-0.08344862,-0.1712894,0.0232587,-0.1713426,-0.06686285,-45.35314,-18.70336,-10.6259,-2.56362,16.45412,34.53703,-6.693485,15.36993,32.62748,29.42989,21.6061,4.530778,22.36808,1.546637,-21.58727,7.84828,-14.52327,-12.09159
-0.003587197,-0.07399006,-0.1170428,0.02134365,-0.0929269,-0.05956563,-0.006516722,-0.115042,0.02547697,-0.1326898,-0.1018812,0.01026645,-0.07578034,-0.07143454,-0.007591349,-0.07161029,-0.1094716,0.02038403,-0.1527819,-0.1019049,-45.76387,-17.15046,-11.01249,-3.097142,16.21271,35.98703,-6.115152,15.13017,33.08688,25.33424,19.26799,4.617226,22.6149,2.559316,-21.87776,7.601656,-14.68198,-12.78462
0.01516872,2.330396E-5,-0.1060668,0.01037874,-0.008570014,-0.0551858,0.01137101,-0.114157,0.001326571,-0.03444004,-0.1199835,7.33318E-4,-0.07691989,-0.0713805,0.01884281,-0.03708183,-0.1014217,0.00945157,-0.09668232,-0.1303303,-45.00726,-16.53386,-10.98866,-3.208669,15.7553,36.09578,-5.581064,14.86473,32.55602,18.21754,14.0984,4.240701,21.64176,3.149827,-21.36214,6.608363,-14.20096,-12.56255
0.04342217,0.041248,-0.06875531,0.007689231,0.03763821,-0.02404373,0.04727948,-0.05126743,-0.00806147,0.03463399,-0.1059387,0.01305306,-0.0814781,-0.05749346,0.04741204,-0.01694506,-0.06277026,4.355562E-4,-0.03765836,-0.1222772,-41.15938,-15.70032,-9.982469,-2.899709,14.15436,32.01767,-5.113342,13.36627,28.88083,7.228217,6.070516,3.364706,18.85597,3.095905,-19.41947,4.749943,-12.75547,-10.87401
0.04243142,0.04553593,-0.02474777,0.007103056,0.04319932,0.02624875,0.04365539,-0.04076616,0.003197376,0.03862383,0.01284105,0.01481302,-0.07525439,-0.03225902,0.04676813,-0.01633574,-0.02743702,0.007927123,0.02631908,0.008096674,-33.42038,-13.55366,-7.962144,-2.317958,10.81271,23.30865,-4.048326,9.615836,21.16294,-4.480886,-2.18796,2.021897,14.70715,2.383084,-16.01707,1.790453,-10.55305,-8.477134
0.02162568,0.05383214,-0.01246017,0.0313431,0.05512749,0.03552189,0.01795423,-0.09427542,0.03571537,0.02296926,0.08426938,0.0126864,-0.05241948,-0.03820289,0.02931481,0.003713986,-0.01118374,0.03183916,0.04123919,0.08122792,-21.82269,-9.751326,-4.819123,-1.309692,5.48259,10.88401,-2.376535,3.604868,9.514647,-14.67946,-8.456894,0.3986163,10.06469,1.45326,-11.73229,-2.065235,-7.962404,-5.716514
0.02172817,0.03472289,-0.03037383,0.03168791,0.03723523,0.004379826,0.01938392,-0.1074905,0.02598719,0.008450694,0.01801314,0.02082623,-0.02007368,-0.03895938,0.02762031,0.0179606,-0.0240266,0.02430404,0.0353905,0.01723808,-7.598489,-4.75006,-0.9850075,-0.1296128,-0.7432944,-3.661233,-0.6067748,-3.133924,-3.930407,-23.36752,-12.52714,-1.063297,5.615602,0.8325011,-7.055352,-6.196675,-5.1227,-2.504086
0.01011248,0.03952351,-0.03506796,0.0199989,0.03949191,-0.007460806,0.01030706,-0.06849422,0.01234731,0.00435003,-0.08186168,0.02016625,0.0178384,-0.04009412,0.01555549,0.03676266,-0.0290347,0.02447826,0.03727044,-0.08170675,7.58768,0.9819836,3.193331,0.9434603,-7.401179,-18.92241,1.207229,-10.6776,-18.02883,-31.84268,-15.85198,-2.445487,1.526525,0.3932351,-1.989878,-10.31743,-1.982665,1.359251
-0.006661938,0.07907033,-0.02709484,0.06309997,0.08142857,-0.03932781,0.002061412,-0.03657745,0.05384517,0.01401984,-0.1196714,0.02999271,0.08047004,-0.03982395,-0.003558445,0.09131183,-0.005223174,0.07195389,0.03735996,-0.1203618,23.2062,7.284948,7.501415,2.045169,-14.54189,-34.76359,3.406788,-19.08611,-33.12771,-41.0072,-18.65129,-4.008255,-2.664738,0.2761852,3.772779,-14.27993,1.989991,6.612471
-0.00560286,0.07198592,0.005902187,0.09930486,0.07968233,-0.04703026,-1.662429E-4,-0.03958624,0.09098917,-0.007979672,-0.09439062,0.04223912,0.1553738,-0.0288548,-0.004710703,0.119602,0.01766662,0.1062757,0.05416,-0.07748429,37.94921,13.80486,11.52353,3.080564,-21.36495,-49.5354,5.565263,-26.86954,-47.52219,-49.58374,-20.19573,-5.468247,-6.45354,0.5286974,9.615322,-17.26855,6.35332,12.52809
0.00912173,0.05446135,0.01763753,0.08913301,0.05647075,-0.05494416,0.00914336,-0.06324359,0.08228141,-0.007979672,-0.05823059,0.06005875,0.1941186,-0.03479867,0.01419989,0.1256662,0.03511816,0.09159748,0.05260831,-0.0471,49.9144,18.93173,14.75658,3.951682,-26.4473,-60.99941,7.08536,-32.15269,-58.19044,-56.29493,-21.09129,-6.555557,-9.316364,0.7036147,14.19422,-19.00268,9.854726,17.4099
0.01469043,0.06942249,-0.01473821,0.03413605,0.07170335,-0.04062666,0.01798748,-0.08808086,0.01908221,0.04455317,-0.02443366,0.05323889,0.2049444,-0.03242112,0.02534968,0.140174,0.009340264,0.03549783,0.0944443,-0.01005555,58.21545,21.61506,16.88282,4.803207,-29.2426,-68.14969,7.85963,-34.95267,-64.27491,-60.88733,-23.32215,-7.364316,-11.46859,0.3498346,17.31339,-20.13871,12.189,20.76783
0.03402713,0.08554883,-0.06426826,0.005896227,0.09190602,0.01993576,0.03913358,-0.128906,-0.002210952,0.08375885,-0.01462453,0.04033249,0.2053389,-0.006484225,0.04873375,0.1597014,-0.04077148,0.01811914,0.1462768,-0.001523568,62.8956,22.27733,18.05053,5.690904,-30.25272,-71.3578,7.805905,-36.12575,-66.55148,-63.82728,-27.4782,-7.916616,-13.16805,-0.564207,18.96194,-21.02908,13.2194,22.50231
0.0627247,0.06413249,-0.1166976,0.03365332,0.0618438,-1.812342E-4,0.06307256,-0.1355135,0.02710967,0.05943193,-0.06424983,0.05463219,0.1938118,0.003890535,0.07052498,0.157148,-0.08458469,0.04364273,0.1426363,-0.05567551,63.25229,20.94137,18.15644,6.218398,-29.22989,-70.52406,6.990551,-34.81566,-64.6118,-64.20238,-30.70115,-8.077023,-14.11289,-1.654481,19.15439,-21.47572,12.86291,22.55209
0.06470621,0.0194355,-0.09809366,0.04613538,0.01131027,-0.0244062,0.06011344,-0.0903227,0.03619158,-0.004987295,-0.1412069,0.06035208,0.163789,0.01518389,0.06388255,0.1109843,-0.08280267,0.05200541,0.1226433,-0.1078686,58.06413,17.86982,16.66304,6.254569,-25.87554,-64.42502,5.656911,-30.80835,-58.15981,-60.92788,-30.54564,-7.64767,-13.2388,-2.986746,17.20445,-20.94752,10.51399,19.7953
0.04109903,-0.002703259,-0.06264602,0.05261778,-0.007495404,-0.05183297,0.03693917,-0.1061336,0.04442312,-0.04056333,-0.1869532,0.06152538,0.1162783,0.03188077,0.03971902,0.07871909,-0.04301437,0.05662231,0.06123213,-0.1681583,47.69862,13.59933,13.70008,5.696933,-20.80589,-53.04257,3.830266,-24.98576,-47.38948,-54.12545,-26.64163,-6.386506,-10.47816,-4.491298,11.83033,-19.31533,5.620808,13.18282
0.03416378,0.01468149,-0.04687234,0.08665039,0.01671018,-0.07122502,0.03241737,-0.1022399,0.0745941,-0.0331101,-0.168405,0.05969209,0.08480911,0.004755098,0.0333816,0.071059,-0.02971064,0.08728547,0.04141823,-0.155578,33.442,8.860689,9.834188,4.379705,-14.50377,-37.83577,1.943576,-18.06715,-33.27064,-44.57569,-19.61656,-4.629712,-5.964612,-5.819617,3.540385,-16.39954,-0.7349536,4.26154
0.04728267,0.05492743,-0.007869583,0.1274412,0.05700806,-0.02784965,0.05319773,-0.02949794,0.1215343,-0.01072268,-0.1029959,0.07406512,0.07626246,-0.004809133,0.04954711,0.0688248,0.005038826,0.1272695,0.04413369,-0.08710454,17.32628,3.74524,5.375175,2.976572,-7.540944,-21.45084,0.1137703,-10.20666,-18.15133,-32.62328,-9.379269,-2.593407,-0.282981,-6.457473,-5.098155,-12.30014,-7.068739,-4.893305
0.03207979,0.08335825,0.03927888,0.1117525,0.08962247,-0.00631299,0.0373714,-0.0185837,0.104663,0.02803968,-0.006732633,0.07575175,0.05978275,-0.01399512,0.03829564,0.05948181,0.05472043,0.1065806,0.02581179,-0.009315527,2.431949,-1.621415,1.178302,1.660852,-0.787765,-6.126222,-1.684432,-1.832403,-3.593515,-18.1263,2.568708,-0.2545381,6.011775,-5.218585,-11.32197,-7.623988,-12.31597,-12.20263
0.06439873,0.1150283,0.07317331,0.08006455,0.128604,0.03808938,0.06855857,0.005250634,0.07098855,0.1065342,0.07517364,0.06658528,0.02743695,-0.0279362,0.07608294,0.05092223,0.07435341,0.0809699,0.04857988,0.06655814,-8.755015,-6.519915,-2.02562,0.7143773,5.101414,6.00841,-3.153965,5.6599,8.77961,-4.379508,12.44134,1.580057,11.66196,-2.131887,-13.82021,-2.941042,-15.1923,-16.16935
0.08014823,0.1409656,0.07113688,0.07165122,0.1514931,0.04117036,0.08927244,0.03085485,0.06023993,0.1448255,0.03018538,0.08367159,0.009467063,0.02053338,0.09468852,0.06740304,0.07518297,0.07718056,0.03016846,0.00692135,-15.15374,-10.93884,-3.950621,0.6495709,9.554827,13.33088,-4.572933,11.61949,17.48776,5.423697,18.98377,2.507921,13.90223,0.1249409,-13.51156,0.3641105,-15.74168,-17.36779
0.002459792,0.1332054,0.01912171,0.02330906,0.1465499,-0.002869541,0.008511637,-0.0961043,0.00564643,0.1165642,-0.05096291,0.06137872,-0.01179,0.01777758,0.0128104,0.07309008,0.01929502,0.02835471,-6.564849E-4,-0.06690639,-16.39674,-13.58791,-4.493435,0.8409758,11.74024,15.9318,-5.353524,14.79623,21.40796,9.630863,19.83643,2.784551,13.5375,0.4195385,-12.61103,1.508874,-15.12881,-16.33782
-0.02562284,0.103656,-0.1398577,-0.01593016,0.1080252,-0.02555402,-0.02659887,-0.3254213,-0.02156528,0.0885522,-0.05551078,0.03160601,-0.0498774,-0.005403521,-0.01633495,0.07570148,-0.1099632,-0.006315565,0.005609962,-0.0558061,-13.88913,-13.06267,-3.966509,1.080609,10.92071,13.88369,-4.955328,13.7944,19.25389,6.964635,13.81954,2.305251,11.80974,0.3195857,-10.98064,0.8680394,-13.17301,-13.38958
0.02671608,0.05231738,-0.2587298,0.01479229,0.03704718,-0.06062283,0.01762175,-0.3965113,0.009796216,0.0427522,-0.09519318,0.03351263,-0.04729149,-0.009185985,0.03785507,0.05605797,-0.2143037,0.01868536,0.0134281,-0.0953318,-10.78704,-11.14437,-2.669053,1.400119,7.941179,8.545898,-4.326431,9.641524,13.12858,-0.040551,4.821019,1.225625,8.579041,-0.3669318,-8.674851,-1.175834,-10.45294,-10.00486
0.1098366,0.02919986,-0.1990176,0.0815817,0.01289532,-0.05648465,0.1063955,-0.171855,0.06707687,0.01554374,-0.1695643,0.05433887,-0.02910245,-0.06268084,0.1175981,0.01503004,-0.1812134,0.07578678,0.02712476,-0.1639794,-7.717384,-10.00253,-1.244499,1.912542,4.561413,1.150932,-3.87135,4.35838,5.747582,-8.890808,-3.249764,0.134473,5.244582,-1.236258,-6.812064,-3.89938,-7.894036,-6.926439
0.1176259,0.03243911,-0.08128451,0.1200968,0.02423245,-0.03848205,0.1210248,0.02312639,0.1028603,1.662432E-4,-0.1910552,0.08433157,-0.01253509,-0.09537214,0.1181404,0.008791701,-0.066703,0.1074953,0.01477091,-0.1894883,-3.156129,-8.872108,0.4474899,2.569648,0.559059,-8.409962,-3.191888,-1.207331,-3.144325,-18.15671,-8.049333,-0.9019294,2.410055,-1.206009,-3.987018,-6.598653,-5.549998,-3.825048
0.02312888,0.01680215,0.01125212,0.08996055,0.01802658,-0.03355853,0.02686485,0.02790505,0.08136302,-0.04153309,-0.1344743,0.07318514,0.03655338,-0.08499738,0.01914782,0.02295127,0.006022012,0.08606591,0.001193609,-0.134161,2.90753,-5.983249,2.64787,2.759546,-4.313649,-18.66866,-1.842446,-7.226862,-13.45526,-25.48631,-9.883358,-1.884543,0.2593993,-1.194172,-0.9368404,-9.106646,-3.525824,-1.370738
-0.05578946,0.002540131,0.01743044,0.024309,0.006367064,-0.02881623,-0.04870917,0.04289001,0.03088529,-0.06594312,-0.04802017,0.03233933,0.07192338,-0.04976643,-0.06090024,0.05158959,0.01450199,0.03671739,0.006624529,-0.02842542,9.295448,-0.6736864,4.615237,2.528956,-9.072003,-26.61644,0.2781051,-13.28921,-23.08221,-29.09535,-9.872632,-2.406106,-0.9935778,-0.8061978,0.7226017,-10.83496,-1.457699,0.3675722
-0.05609693,-0.01519418,-0.002243521,-0.01234415,-0.01759674,-0.01676416,-0.05446118,0.06188668,-0.008979865,-0.07231578,0.01645259,-0.004546572,0.1028228,-0.03150253,-0.06252696,0.05541964,-0.002242892,-0.006097787,0.007519736,0.04104926,13.61891,5.960412,5.96565,1.706066,-13.26495,-30.20518,2.515587,-18.85492,-29.91193,-29.05479,-9.733204,-2.620302,-1.26241,-0.1538746,1.354424,-11.26898,-0.07080948,1.673219
-0.04284138,4.660791E-4,-0.04317916,-0.04172184,-0.002122355,-1.812342E-4,-0.04385488,0.00631256,-0.03945698,-0.03103206,0.08623121,-0.02779275,0.1321006,-0.02274882,-0.04697147,0.07030459,-0.03554831,-0.03963562,0.01888886,0.09106581,14.02964,11.37274,5.986833,0.4415876,-16.06659,-29.53455,4.247424,-23.4188,-33.2298,-26.20609,-11.65839,-2.633749,-0.8599479,-0.2775004,0.4030592,-11.11654,0.3149801,1.596642
-0.0841454,0.05035985,-0.116318,-0.0974429,0.0548857,0.009001297,-0.08770976,-0.1089064,-0.09547909,0.03488336,0.0616192,-0.06797858,0.1106682,-0.0191825,-0.08082753,0.1110714,-0.08667396,-0.08327835,0.04282072,0.05998503,11.51122,15.17507,4.970051,-0.639021,-17.31177,-25.80988,5.119662,-26.62979,-33.94442,-22.54636,-16.22737,-2.420513,-0.7923469,-0.9837454,-1.870049,-10.59027,0.6031014,0.8806418
-0.05947915,0.1061961,-0.1103813,-0.08678831,0.1139892,-0.004621471,-0.06184236,-0.1709111,-0.09908465,0.1035695,-0.04949154,-0.08902481,0.08993711,-0.06197838,-0.04747982,0.1183543,-0.09466235,-0.07670145,0.07594337,-0.06329335,8.214582,17.68712,4.159803,-1.41519,-17.75012,-21.84959,5.302959,-28.73619,-33.81171,-22.1814,-23.7029,-2.41379,-1.897545,-2.533013,-3.896239,-10.17859,1.533391,1.726824
0.01260644,0.1727988,-0.06437181,-0.001551638,0.1850478,-0.05491395,0.01855271,-0.1253663,-0.02819814,0.1792933,-0.07615455,-0.05411887,0.08581718,-0.07840508,0.03080596,0.1325429,-0.03969612,-0.01080179,0.1282831,-0.1001202,7.252612,18.34939,3.947973,-1.422726,-17.87083,-20.87991,5.470454,-29.9264,-34.18943,-26.38857,-32.26704,-2.80184,-4.353191,-4.124366,-3.52586,-11.0408,3.42083,4.437669
0.04878588,0.1633374,0.007835067,0.07568548,0.1795136,-0.05923336,0.05592411,-0.06896619,0.04745042,0.1609511,-0.0516763,-0.02779275,0.0660503,-0.07364999,0.06527204,0.1034983,0.02166081,0.05988898,0.1555571,-0.0650781,11.10049,17.97258,4.906502,-0.6314854,-18.59507,-24.50489,5.328241,-30.61141,-36.32308,-33.07948,-38.17132,-3.626928,-7.091819,-4.688573,-0.4248462,-12.84388,5.557323,7.94492
0.07956745,0.1238838,0.04166047,0.1105801,0.1324188,-0.01887856,0.08903971,-0.006430551,0.095241,0.1068112,-0.02871401,0.01620633,0.06565583,-0.05176573,0.09241789,0.0781678,0.0481761,0.1004393,0.1540949,-0.02555241,18.39634,16.51103,6.831503,0.7083488,-19.69412,-32.60673,4.686703,-30.68847,-40.46788,-38.9391,-37.90319,-4.522134,-9.236186,-4.691203,3.384245,-14.75084,7.405695,11.33731
0.07427207,0.1149817,0.05574288,0.08258165,0.1215921,0.04117036,0.0832877,0.0803524,0.07207702,0.1028214,-0.003121088,0.05983875,0.1058909,-0.01567021,0.085301,0.1037595,0.06464446,0.07896634,0.1591976,0.005267191,27.71341,14.37578,9.304614,2.711318,-20.95836,-43.18262,4.260065,-30.01203,-45.58251,-41.8385,-31.48946,-5.103249,-10.61336,-4.375563,6.989991,-16.08883,8.482488,13.78779
0.04270473,0.085409,0.1058597,0.007482346,0.09679549,0.07648081,0.05416194,0.1352186,-9.864245E-4,0.09908093,0.02577127,0.06519198,0.1472654,0.00924002,0.04595477,0.1081698,0.09702814,0.01297958,0.137265,0.008836692,38.24104,13.0855,12.0531,4.697709,-22.3306,-53.35976,4.086249,-29.37839,-50.47255,-42.4569,-23.00575,-5.517234,-11.43243,-4.137517,9.760569,-16.94036,9.085588,15.22362
-0.02271892,0.09158455,0.08770443,-0.05244538,0.1081326,0.05986768,-0.008711128,0.1168119,-0.05262065,0.09969049,0.0783839,0.05551217,0.1720726,0.06327523,-0.02257071,0.1476309,0.1002542,-0.03310227,0.1450235,0.08122792,47.52568,14.14742,14.21112,5.754203,-23.72189,-60.77285,4.487606,-29.75515,-54.64797,-40.87541,-15.82517,-5.723746,-11.80817,-3.996794,11.7105,-17.34622,9.886468,16.5216
-0.1053269,0.09356539,0.07676295,-0.07958181,0.1135594,0.05107783,-0.09592216,0.0587599,-0.07819965,0.06924028,0.09523778,0.01253974,0.1956965,0.08429492,-0.1005176,0.1749055,0.07856268,-0.06058587,0.1429645,0.1148335,54.56212,18.71478,15.81837,5.820517,-26.16777,-64.20752,5.821246,-31.87012,-58.85401,-37.61106,-12.07668,-5.766009,-11.79559,-3.731131,12.97778,-17.00833,10.23563,17.44436
-0.163747,0.05865606,0.04911586,-0.1455782,0.07559881,0.03585416,-0.1562351,0.0114452,-0.1453786,0.02992377,0.0859191,-0.04077248,0.2002985,0.06030329,-0.1599945,0.1704662,0.0511871,-0.1376793,0.08591,0.08131498,57.84795,26.1025,16.37707,4.748951,-28.69625,-62.23191,7.774302,-35.3808,-61.70228,-33.6472,-14.34508,-5.570063,-11.58179,-3.973122,12.04094,-16.74034,9.671598,16.23061
-0.1364501,0.08366121,-0.001518691,-0.1658184,0.1017387,0.04343579,-0.1290378,0.01793475,-0.1675221,0.08533816,0.09180458,-0.09826462,0.1952144,0.01204985,-0.1298324,0.1697408,0.01566952,-0.149178,0.128492,0.09842247,56.66981,35.16872,15.53505,2.711318,-30.45601,-54.63757,10.18244,-39.39667,-61.68187,-29.97733,-22.69472,-5.114776,-10.79415,-4.496558,9.426502,-16.08786,8.795026,14.00986
-0.03566699,0.1576047,0.01090697,-0.07285805,0.1759942,0.02932973,-0.0211461,0.07120804,-0.08595499,0.1797366,0.0818171,-0.1175509,0.1783402,-0.02031724,-0.01965617,0.1630382,0.01742082,-0.0638961,0.1903209,0.06873466,54.56212,43.27579,14.53151,0.8304259,-31.74566,-45.65667,12.22714,-42.76179,-60.18116,-27.94978,-32.60489,-4.721922,-10.30051,-5.519759,6.372693,-14.67899,8.597247,13.40873
-0.0117865,0.1769935,0.02084749,0.01106835,0.1957671,-0.01020952,0.004388813,0.0774616,-0.01210921,0.1632231,0.03446573,-0.0943047,0.148142,0.01010458,0.005185162,0.1629511,0.03628569,-0.006010676,0.1729241,0.01179677,53.74066,48.17429,13.90661,-0.229083,-31.96166,-39.12263,13.15311,-44.089,-58.21085,-26.84476,-40.03752,-4.452976,-10.46873,-7.069026,3.199055,-13.40218,8.565505,13.2326
-0.02798014,0.1382391,0.06803048,0.06396199,0.1569736,-0.04896343,-0.01336593,0.05970384,0.04394691,0.09004839,-0.03607086,-0.09459803,0.1439783,0.04674045,-0.01301374,0.1319045,0.07174183,0.04390407,0.1447251,-0.04692588,53.64338,49.65868,13.51208,-0.3195105,-30.99601,-35.37984,13.05514,-42.71898,-55.58718,-25.48631,-41.83401,-4.25799,-9.946783,-7.952819,1.318113,-12.21372,7.835435,12.39025
0.00686692,0.1706316,0.113039,0.06813417,0.1901254,-0.06711705,0.02610014,0.08684194,0.04792663,0.1603692,-0.003299436,-0.07223183,0.1324512,0.1045581,0.02467188,0.1395646,0.1225295,0.05017608,0.1509318,-0.04731766,54.32433,47.15805,13.62858,0.470223,-29.10283,-35.0989,12.17026,-39.25967,-52.56536,-23.7122,-36.95936,-3.893953,-9.091552,-8.331587,0.4103215,-11.57289,6.868519,11.6015
0.04827343,0.2191504,0.09267469,0.02230911,0.2450111,-4.832911E-4,0.06283982,0.1082575,-0.001122483,0.2518861,0.0308096,-0.03461261,0.1239484,0.1592958,0.06869493,0.1756309,0.09822639,0.01502669,0.1993924,-0.008836692,56.75628,41.56303,14.38852,1.983377,-27.16519,-39.50326,10.58696,-35.42361,-51.00341,-23.51958,-28.92075,-3.651902,-9.078975,-8.210591,0.6427161,-12.12148,6.087173,11.2837
0.01298224,0.1819806,0.04704492,-0.006378958,0.2030207,-0.002507073,0.02590065,0.05911388,-0.02799405,0.2004061,-0.02590503,-0.003593258,0.1440659,0.1897716,0.03046707,0.1850029,0.05422883,-0.004704007,0.1895749,-0.03199492,59.63138,34.46077,15.30469,3.962232,-26.05342,-47.50541,8.52329,-32.43525,-52.11617,-26.00333,-20.41023,-4.050518,-10.00024,-7.639809,3.671107,-13.64492,6.162867,12.21412
-0.03693105,0.1366078,0.03979662,-0.01992993,0.1542603,0.009665822,-0.02167808,0.04513185,-0.03255201,0.1405863,0.04971448,0.03116602,0.168917,0.1849625,-0.02680695,0.188949,0.06731749,-0.01737869,0.1577653,0.05193189,60.3988,27.40419,16.06992,5.650212,-25.62777,-55.95162,6.775652,-30.8426,-54.54588,-28.53777,-13.44952,-4.590331,-10.90892,-6.994061,7.425731,-15.05961,7.071181,13.90265
-0.03279723,0.1374001,0.1222892,-0.06809969,0.1633407,0.08388121,-0.02074712,0.1216495,-0.07418593,0.1616438,0.09760088,0.03468594,0.1926284,0.1190936,-0.02213014,0.1790547,0.1202252,-0.0557512,0.1667472,0.08501507,59.64219,22.72264,16.46445,6.616279,-25.97719,-62.3769,5.846528,-31.15086,-57.48603,-31.49799,-10.77892,-5.057144,-11.74371,-6.098433,10.12005,-15.88784,8.233433,15.78646
